DB군|식품대분류|식품명
농축산물|육류|소시지, 프랑크푸르트소시지
농축산물|육류|햄, 등심햄
농축산물|육류|햄, 런천미트햄
농축산물|육류|햄, 슬라이스햄
농축산물|육류|포크커틀릿, 냉동
농축산물|육류|포크커틀릿, 냉동, 튀긴것
농축산물|육류|돼지불고기, 생것
농축산물|육류|베이컨
농축산물|육류|베이컨, 구운것
농축산물|육류|메추리고기, 생것
농축산물|육류|멧돼지고기, 생것
농축산물|육류|멧돼지고기, 앞다리, 생것
농축산물|육류|소고기, 미국산, 갈비, 구운것(오븐)
농축산물|육류|소고기, 미국산, 목심(목심살), 생것
농축산물|육류|소고기, 미국산, 목심(목심살), 삶은것
농축산물|육류|소고기, 미국산, 사태, 끓인것
농축산물|육류|소고기, 미국산, 설도, 구운것(석쇠)
농축산물|육류|소고기, 미국산, 안심(안심살), 구운것
농축산물|육류|소고기, 한우, 갈비, 생것
농축산물|육류|소고기, 한우, 등심, 생것
농축산물|육류|소고기, 한우, 등심, 삶은것
농축산물|육류|소고기, 한우, 등심, 구운것(팬)
농축산물|육류|소고기, 한우(1등급), 살코기, 생것
농축산물|육류|소고기, 한우, 양지, 생것
농축산물|육류|소고기, 한우, 양지, 삶은것
농축산물|육류|소고기, 한우, 양지, 구운것(팬)
농축산물|육류|소고기, 한우, 채끝(채끝살), 생것
농축산물|육류|소고기, 한우(1++등급), 등심, 생것
농축산물|육류|소고기, 한우(1++등급), 목심(목심살), 생것
농축산물|육류|소고기, 한우(1++등급), 설도(보섭살), 생것
농축산물|육류|소고기, 한우(1++등급), 설도(설깃살), 생것
농축산물|육류|소고기, 한우(1++등급), 앞다리(꾸리살), 생것
농축산물|육류|소고기, 한우(1++등급), 우둔(우둔살), 생것
농축산물|육류|소고기, 한우(1++등급), 우둔(홍두깨살), 생것
농축산물|육류|소고기, 한우(1++등급), 양지(양지머리), 생것
농축산물|육류|소고기, 한우(1++등급), 양지(업진살), 생것
농축산물|육류|소고기, 한우(1++등급), 채끝(채끝살), 생것
농축산물|육류|소고기, 한우(3등급), 등심, 생것
농축산물|육류|소고기, 한우(3등급), 목심(목심살), 생것
농축산물|육류|소고기, 한우(3등급), 설도(보섭살), 생것
농축산물|육류|소고기, 한우(3등급), 설도(설깃살), 생것
농축산물|육류|소고기, 한우(3등급), 앞다리(꾸리살), 생것
농축산물|육류|소고기, 한우(3등급), 우둔(우둔살), 생것
농축산물|육류|소고기, 한우(3등급), 우둔(홍두깨살), 생것
농축산물|육류|소고기, 한우(3등급), 양지(양지머리), 생것
농축산물|육류|소고기, 한우(3등급), 양지(업진살), 생것
농축산물|육류|소고기, 한우(3등급), 채끝(채끝살), 생것
농축산물|육류|소고기, 한우(1등급), 목심(목심살), 생것
농축산물|육류|소고기, 한우(1등급), 설도(보섭살), 생것
농축산물|육류|소고기, 한우(1등급), 설도(설깃살), 생것
농축산물|육류|소고기, 한우(1등급), 안심(안심살), 생것
농축산물|육류|소고기, 한우(1등급), 앞다리(꾸리살), 생것
농축산물|육류|소고기, 한우(1등급), 우둔(우둔살), 생것
농축산물|육류|소고기, 한우(1등급), 우둔(홍두깨살), 생것
농축산물|육류|소고기, 한우(1등급), 양지(양지머리), 생것
농축산물|육류|소고기, 한우(1등급), 양지(업진살), 생것
농축산물|육류|소고기, 한우(1등급), 채끝(채끝살), 생것
농축산물|육류|소고기, 한우(1등급), 앞다리(부채살), 생것
농축산물|육류|소고기, 한우(1등급), 앞다리(앞다리살), 생것
농축산물|육류|소고기, 한우(1등급), 갈비(꽃갈비), 생것
농축산물|육류|소고기, 한우(1등급), 갈비(본갈비), 생것
농축산물|육류|소고기, 한우(1등급), 갈비(안창살), 생것
농축산물|육류|소고기, 한우(1등급), 갈비(제비추리), 생것
농축산물|육류|소고기, 한우(1등급), 갈비(참갈비), 생것
농축산물|육류|소고기, 한우(1등급), 갈비(토시살), 생것
농축산물|육류|소고기, 한우(1등급), 등심(꽃등심살), 생것
농축산물|육류|소고기, 한우(1등급), 등심(살치살), 생것
농축산물|육류|소고기, 한우(1등급), 등심(아래등심살), 생것
농축산물|육류|소고기, 한우(1등급), 등심(윗등심살), 생것
농축산물|육류|소고기, 한우(1등급), 사태(뒷사태), 생것
농축산물|육류|소고기, 한우(1등급), 사태(뭉치사태), 생것
농축산물|육류|소고기, 한우(1등급), 사태(상박살), 생것
농축산물|육류|소고기, 한우(1등급), 사태(아롱사태), 생것
농축산물|육류|소고기, 한우(1등급), 사태(앞사태), 생것
농축산물|육류|소고기, 한우(1등급), 설도(도가니살), 생것
농축산물|육류|소고기, 한우(1등급), 설도(삼각살), 생것
농축산물|육류|소고기, 한우(1등급), 설도(설깃머리살), 생것
농축산물|육류|소고기, 한우(1등급), 앞다리(갈비덧살), 생것
농축산물|육류|소고기, 한우(1등급), 앞다리(부채덮개살), 생것
농축산물|육류|소고기, 한우(1등급), 양지(앞치마살), 생것
농축산물|육류|소고기, 한우(1등급), 양지(업진안살), 생것
농축산물|육류|소고기, 한우(1등급), 양지(차돌박이), 생것
농축산물|육류|소고기, 한우(1등급), 양지(치마살), 생것
농축산물|육류|소고기, 한우(1등급), 양지(치마양지), 생것
농축산물|육류|소 부산물, 간, 생것
농축산물|육류|소 부산물, 골, 생것
농축산물|육류|소 부산물, 꼬리, 생것
농축산물|육류|소 부산물, 선지(피), 생것
농축산물|육류|소 부산물, 소장(곱창), 생것
농축산물|육류|소 부산물, 신장, 생것
농축산물|육류|소 부산물, 심장, 생것
농축산물|육류|소 부산물, 양(위), 생것
농축산물|육류|소 부산물, 천엽, 생것
농축산물|육류|소 부산물, 허파, 생것
농축산물|육류|소 부산물, 혀, 생것
농축산물|육류|소 부산물, 미국산, 간, 삶은것
농축산물|육류|소 부산물, 미국산, 골, 끓인것
농축산물|육류|소 부산물, 미국산, 신장, 끓인것
농축산물|육류|소 부산물, 미국산, 심장, 끓인것
농축산물|육류|소 부산물, 미국산, 허파, 삶은것
농축산물|육류|소 부산물, 미국산, 혀, 끓인것
농축산물|육류|소 부산물, 외국산, 대장, 생것
농축산물|육류|소불고기, 생것
농축산물|육류|양지국물
농축산물|육류|우족국물, 중량3배물
농축산물|육류|육포
농축산물|육류|잡뼈국물
농축산물|육류|송아지고기, 미국산, 갈비, 생것
농축산물|육류|송아지고기, 미국산, 갈비, 삶은것
농축산물|육류|송아지고기, 미국산, 갈비, 구운것
농축산물|육류|송아지고기, 미국산, 등심, 생것
농축산물|육류|송아지고기, 미국산, 등심, 삶은것
농축산물|육류|송아지고기, 미국산, 등심, 구운것
농축산물|육류|송아지고기, 미국산, 살코기, 생것
농축산물|육류|송아지고기, 미국산, 살코기, 삶은것
농축산물|육류|송아지고기, 미국산, 어깨, 생것
농축산물|육류|송아지고기, 미국산, 어깨, 삶은것
농축산물|육류|송아지고기, 미국산, 어깨, 구운것
농축산물|육류|송아지고기, 미국산, 채끝(채끝살), 생것
농축산물|육류|송아지고기, 미국산, 채끝(채끝살), 삶은것
농축산물|육류|송아지고기, 미국산, 채끝(채끝살), 구운것(오븐)
농축산물|육류|송아지 부산물, 미국산, 간, 생것
농축산물|육류|송아지 부산물, 미국산, 간, 삶은것
농축산물|육류|송아지 부산물, 미국산, 골, 생것
농축산물|육류|송아지 부산물, 미국산, 골, 삶은것
농축산물|육류|송아지 부산물, 미국산, 신장, 생것
농축산물|육류|송아지 부산물, 미국산, 신장, 삶은것
농축산물|육류|송아지 부산물, 미국산, 심장, 생것
농축산물|육류|송아지 부산물, 미국산, 심장, 삶은것
농축산물|육류|송아지 부산물, 미국산, 허파, 생것
농축산물|육류|송아지 부산물, 미국산, 허파, 삶은것
농축산물|육류|송아지 부산물, 미국산, 혀, 생것
농축산물|육류|송아지 부산물, 미국산, 혀, 삶은것
농축산물|육류|양고기, 외국산, 다리, 생것
농축산물|육류|어린양고기, 미국산, 갈비, 생것
농축산물|육류|어린양고기, 미국산, 갈비, 구운것(오븐)
농축산물|육류|어린양고기, 미국산, 다리, 생것
농축산물|육류|어린양고기, 미국산, 다리, 구운것(오븐)
농축산물|육류|어린양고기, 미국산, 살코기, 생것
농축산물|육류|어린양고기, 미국산, 어깨, 생것
농축산물|육류|어린양고기, 미국산, 어깨, 삶은것
농축산물|육류|어린양고기, 미국산, 어깨, 구운것(오븐)
농축산물|육류|어린양 부산물, 미국산, 간, 생것
농축산물|육류|어린양 부산물, 미국산, 간, 삶은것
농축산물|육류|염소고기, 생것
농축산물|육류|염소고기, 삶은것
농축산물|육류|염소고기, 외국산, 생것
농축산물|육류|오리고기, 껍질 포함, 생것
농축산물|육류|오리고기, 살코기, 생것
농축산물|육류|오리고기, 산오리, 생것
농축산물|육류|오리고기, 집오리, 생것
농축산물|육류|오리고기, 집오리, 살코기, 생것
농축산물|육류|자라고기, 외국산, 생것
농축산물|육류|칠면조고기, 미국산, 생것
농축산물|육류|칠면조고기, 미국산, 끓인것
농축산물|육류|칠면조고기, 미국산, 구운것
농축산물|육류|토끼고기, 집토끼, 생것
농축산물|육류|토끼고기, 집토끼, 끓인것
농축산물|육류|말고기, 생것
농축산물|육류|소고기, 한우(1+등급), 갈비(꽃갈비), 생것
농축산물|육류|소고기, 한우(1+등급), 갈비(본갈비), 생것
농축산물|육류|소고기, 한우(1+등급), 갈비(안창살), 생것
농축산물|육류|소고기, 한우(1+등급), 갈비(제비추리), 생것
농축산물|육류|소고기, 한우(1+등급), 갈비(참갈비), 생것
농축산물|육류|소고기, 한우(1+등급), 갈비(토시살), 생것
농축산물|육류|소고기, 한우(1+등급), 등심(꽃등심살), 생것
농축산물|육류|소고기, 한우(1+등급), 등심(살치살), 생것
농축산물|육류|소고기, 한우(1+등급), 등심(아래등심살), 생것
농축산물|육류|소고기, 한우(1+등급), 등심(윗등심살), 생것
농축산물|육류|소고기, 한우(1+등급), 목심(목심살), 생것
농축산물|육류|소고기, 한우(1+등급), 사태(뒷사태), 생것
농축산물|육류|소고기, 한우(1+등급), 사태(뭉치사태), 생것
농축산물|육류|소고기, 한우(1+등급), 사태(상박살), 생것
농축산물|육류|소고기, 한우(1+등급), 사태(아롱사태), 생것
농축산물|육류|소고기, 한우(1+등급), 사태(앞사태), 생것
농축산물|육류|소고기, 한우(1+등급), 살코기, 생것
농축산물|육류|소고기, 한우(1+등급), 설도(도가니살), 생것
농축산물|육류|소고기, 한우(1+등급), 설도(보섭살), 생것
농축산물|육류|소고기, 한우(1+등급), 설도(삼각살), 생것
농축산물|육류|소고기, 한우(1+등급), 설도(설깃머리살), 생것
농축산물|육류|소고기, 한우(1+등급), 설도(설깃살), 생것
농축산물|육류|소고기, 한우(1+등급), 안심(안심살), 생것
농축산물|육류|소고기, 한우(1+등급), 앞다리(갈비덧살), 생것
농축산물|육류|소고기, 한우(1+등급), 앞다리(꾸리살), 생것
농축산물|육류|소고기, 한우(1+등급), 앞다리(부채덮개살), 생것
농축산물|육류|소고기, 한우(1+등급), 앞다리(부채살), 생것
농축산물|육류|소고기, 한우(1+등급), 앞다리(앞다리살), 생것
농축산물|육류|소고기, 한우(1+등급), 양지(앞치마살), 생것
농축산물|육류|소고기, 한우(1+등급), 양지(양지머리), 생것
농축산물|육류|소고기, 한우(1+등급), 양지(업진살), 생것
농축산물|육류|소고기, 한우(1+등급), 양지(업진안살), 생것
농축산물|육류|소고기, 한우(1+등급), 양지(차돌박이), 생것
농축산물|육류|소고기, 한우(1+등급), 양지(치마살), 생것
농축산물|육류|소고기, 한우(1+등급), 양지(치마양지), 생것
농축산물|육류|소고기, 한우(1+등급), 우둔(우둔살), 생것
농축산물|육류|소고기, 한우(1+등급), 우둔(홍두깨살), 생것
농축산물|육류|소고기, 한우(1+등급), 채끝(채끝살), 생것
농축산물|육류|햄, 프레스햄
농축산물|육류|햄, 프레스햄, 데친것
농축산물|육류|햄, 프레스햄, 구운것(팬)
농축산물|육류|햄, 슬라이스햄, 데친것
농축산물|육류|햄, 슬라이스햄, 구운것(팬)
농축산물|육류|순대, 선지 비율 낮은것
농축산물|육류|순대, 선지 비율 높은것
음식|음료 및 차류|수정과
음식|음료 및 차류|식혜
음식|음료 및 차류|케냐 니에리
음식|음료 및 차류|에티오피아 게라
음식|음료 및 차류|브라질 만티게이라 BSCA
음식|음료 및 차류|과테말라 누에보 오리엔테
음식|음료 및 차류|더치 블랙 - 에티오피아 예가체프
음식|음료 및 차류|더치 블랙 - 케냐AA
음식|음료 및 차류|더치 오션
음식|음료 및 차류|더치 썬셋
음식|음료 및 차류|에스프레소 블랙 N2
음식|음료 및 차류|돌체 카푸치노 N2
음식|음료 및 차류|에스프레소
음식|음료 및 차류|에스프레소 마끼아또
음식|음료 및 차류|에스프레소 콘파냐
음식|음료 및 차류|아메리카노
음식|음료 및 차류|카페라떼
음식|음료 및 차류|바닐라 카페라떼
음식|음료 및 차류|카라멜 카페라떼
음식|음료 및 차류|헤이즐넛 카페라떼
음식|음료 및 차류|카푸치노
음식|음료 및 차류|카페모카
음식|음료 및 차류|화이트모카
음식|음료 및 차류|민트모카
음식|음료 및 차류|카라멜마끼아또
음식|음료 및 차류|아이스 아메리카노
음식|음료 및 차류|아이스 카페라떼
음식|음료 및 차류|아이스 바닐라 카페라떼
음식|음료 및 차류|아이스 헤이즐넛 카페라떼
음식|음료 및 차류|아이스 카푸치노
음식|음료 및 차류|아이스 카페모카
